r_Angstrom,g11_Direct,g11_Window,g12_Direct,g12_Window,g22_Direct,g22_Window
31.0,0.9722363206713678,1.0256090115018415,0.9722825717732555,1.0216578515304837,0.9743263716813426,1.0201560204385778
31.1,0.9721715180447303,1.0246093788937616,0.9723849491361166,1.0315026100125546,0.9726480501625668,1.0281182888612965
31.200000000000003,0.972360391508914,1.0382197926120655,0.9722112092733919,1.0319089762104137,0.9735593646399202,1.0257097433293938
31.3,0.9703162949900408,1.0317879806291343,0.9716063570642076,1.0266011514214564,0.9734046304614301,1.0251778665461344
31.400000000000002,0.9728076818227711,1.0145866197839497,0.9730569440767594,1.0235005642662593,0.9736939028244916,1.0271807705628349
31.5,0.9713659748109708,1.029919979127821,0.9738331750955387,1.03260238754645,0.9741517129667466,1.0263494725603706
31.6,0.9740283231563828,1.0249099908976929,0.9735862195260798,1.0272156651176418,0.9733001209715385,1.0222281147944345
31.700000000000003,0.973886297657051,1.0307175601801712,0.9721556686687094,1.0410363642658267,0.975697691581285,1.025206369819577
31.8,0.9738237674769411,1.0368524757742046,0.9735606727522699,1.0323323562676192,0.9751198934717524,1.026961569704864
31.900000000000002,0.9727027347798914,1.033769712373881,0.9737984812989815,1.026212270207143,0.9755345212291003,1.028495907281773
32.0,0.9731753341614977,1.0356687098074973,0.9734759784223386,1.021196508866198,0.9748871625791676,1.033370936137445
32.1,0.9733717633313562,1.0217490108377645,0.9738136917351555,1.0306974053978977,0.9753179868917433,1.039737733366765
32.2,0.974369186734931,1.0237927332135393,0.9735897992734379,1.0350439861186358,0.9757078053955772,1.0371610621284486
32.300000000000004,0.9745186238962048,1.0381508743079735,0.9732937202353706,1.0277041382209315,0.9753206072426882,1.0339303370007484
32.4,0.9743208285452701,1.036251691788102,0.9711879671776692,1.0243166958441066,0.9758904858396054,1.025763532600092
32.5,0.9739350243889884,1.0338375317368313,0.9742394332817512,1.026820046152831,0.9772258710672906,1.0288733340672263
32.6,0.9741056219827117,1.025561255517913,0.9755275282757612,1.0236645047650421,0.9739346652880827,1.0266068222811446
32.7,0.9766597167031905,1.0283669838874436,0.9753482542503682,1.0401163366294046,0.9763776471592077,1.02920679318432
32.800000000000004,0.9741196082003843,1.0326923135438184,0.9755400403811345,1.0325159285171996,0.9769279901804628,1.026697739691954
32.9,0.9752342927269023,1.024471402156889,0.973597350986324,1.033718624272299,0.9770729092457854,1.0316134719178773
33.0,0.9749506928885038,1.03650443326496,0.9756680439883566,1.029459833704119,0.9756598380085284,1.0316747537998743
33.1,0.9737056596368857,1.0,0.9774293490767052,1.0,0.9759197282227601,1.0
33.2,0.9744467420264863,1.0,0.9747630842879064,1.0,0.977659913212211,1.0
33.300000000000004,0.9758030240816955,1.0,0.9758207264717751,1.0,0.9783320629600142,1.0
33.4,0.9752285584736679,1.0,0.9750179189564139,1.0,0.9760590496964955,1.0
33.5,0.9746699201669935,1.0,0.9755838523310564,1.0,0.9778541547008369,1.0
33.6,0.9765760166931245,1.0,0.973907289207591,1.0,0.9770263671112491,1.0
33.7,0.9761407931652875,1.0,0.9772131633728532,1.0,0.9778029184803069,1.0
33.800000000000004,0.9762958545407094,1.0,0.9767736519784072,1.0,0.9770630330655216,1.0
33.9,0.9738983446009926,1.0,0.9776609124929844,1.0,0.9784377306351939,1.0
34.0,0.9770538425881732,1.0,0.9769490900260587,1.0,0.9789356205996431,1.0
34.1,0.9789271072855947,1.0,0.9762083911868938,1.0,0.9772933207376668,1.0
34.2,0.9767977964341787,1.0,0.9760567648235401,1.0,0.9766083356709204,1.0
34.300000000000004,0.977355524862166,1.0,0.9783799974556379,1.0,0.9794835306128864,1.0
34.4,0.9777678622946013,1.0,0.9766550782492761,1.0,0.979281896155225,1.0
