x, 11, 12, 21, 22
0.015340, -5.533720e+01, -5.523827e+01, -5.523827e+01, -5.513987e+01
0.030680, -5.547617e+01, -5.514824e+01, -5.514824e+01, -5.482722e+01
0.046019, -5.567387e+01, -5.499568e+01, -5.499568e+01, -5.434679e+01
0.061359, -5.588637e+01, -5.477940e+01, -5.477940e+01, -5.374757e+01
0.076699, -5.606555e+01, -5.450010e+01, -5.450010e+01, -5.308008e+01
0.092039, -5.616882e+01, -5.416012e+01, -5.416012e+01, -5.238749e+01
0.107379, -5.616565e+01, -5.376277e+01, -5.376277e+01, -5.170033e+01
0.122718, -5.603966e+01, -5.331205e+01, -5.331205e+01, -5.103521e+01
0.138058, -5.578761e+01, -5.281229e+01, -5.281229e+01, -5.039656e+01
0.153398, -5.541656e+01, -5.226781e+01, -5.226781e+01, -4.978004e+01
0.168738, -5.494025e+01, -5.168270e+01, -5.168270e+01, -4.917645e+01
0.184078, -5.437525e+01, -5.106083e+01, -5.106083e+01, -4.857519e+01
0.199418, -5.373772e+01, -5.040592e+01, -5.040592e+01, -4.796692e+01
0.214757, -5.304115e+01, -4.972144e+01, -4.972144e+01, -4.734524e+01
0.230097, -5.229508e+01, -4.901064e+01, -4.901064e+01, -4.670721e+01
0.245437, -5.150495e+01, -4.827646e+01, -4.827646e+01, -4.605290e+01
0.260777, -5.067281e+01, -4.752140e+01, -4.752140e+01, -4.538411e+01
0.276117, -4.979874e+01, -4.674738e+01, -4.674738e+01, -4.470282e+01
0.291456, -4.888242e+01, -4.595561e+01, -4.595561e+01, -4.400964e+01
0.306796, -4.792439e+01, -4.514647e+01, -4.514647e+01, -4.330288e+01
0.322136, -4.692671e+01, -4.431951e+01, -4.431951e+01, -4.257853e+01
0.337476, -4.589291e+01, -4.347351e+01, -4.347351e+01, -4.183098e+01
0.352816, -4.482751e+01, -4.260666e+01, -4.260666e+01, -4.105438e+01
0.368155, -4.373525e+01, -4.171691e+01, -4.171691e+01, -4.024394e+01
0.383495, -4.262061e+01, -4.080224e+01, -4.080224e+01, -3.939698e+01
0.398835, -4.148759e+01, -3.986110e+01, -3.986110e+01, -3.851320e+01
0.414175, -4.033977e+01, -3.889254e+01, -3.889254e+01, -3.759453e+01
0.429515, -3.918044e+01, -3.789644e+01, -3.789644e+01, -3.664452e+01
0.444854, -3.801276e+01, -3.687347e+01, -3.687347e+01, -3.566756e+01
0.460194, -3.683968e+01, -3.582504e+01, -3.582504e+01, -3.466822e+01
0.475534, -3.566377e+01, -3.475317e+01, -3.475317e+01, -3.365077e+01
0.490874, -3.448702e+01, -3.366038e+01, -3.366038e+01, -3.261887e+01
0.506214, -3.331066e+01, -3.254957e+01, -3.254957e+01, -3.157547e+01
0.521553, -3.213519e+01, -3.142386e+01, -3.142386e+01, -3.052277e+01
0.536893, -3.096043e+01, -3.028647e+01, -3.028647e+01, -2.946234e+01
0.552233, -2.978582e+01, -2.914052e+01, -2.914052e+01, -2.839526e+01
0.567573, -2.861070e+01, -2.798895e+01, -2.798895e+01, -2.732221e+01
0.582913, -2.743461e+01, -2.683432e+01, -2.683432e+01, -2.624373e+01
0.598253, -2.625755e+01, -2.567881e+01, -2.567881e+01, -2.516030e+01
0.613592, -2.508003e+01, -2.452423e+01, -2.452423e+01, -2.407251e+01
0.628932, -2.390314e+01, -2.337206e+01, -2.337206e+01, -2.298119e+01
0.644272, -2.272845e+01, -2.222364e+01, -2.222364e+01, -2.188740e+01
0.659612, -2.155787e+01, -2.108022e+01, -2.108022e+01, -2.079252e+01
0.674952, -2.039352e+01, -1.994312e+01, -1.994312e+01, -1.969815e+01
0.690291, -1.923756e+01, -1.881372e+01, -1.881372e+01, -1.860613e+01
0.705631, -1.809215e+01, -1.769351e+01, -1.769351e+01, -1.751842e+01
0.720971, -1.695930e+01, -1.658404e+01, -1.658404e+01, -1.643704e+01
0.736311, -1.584089e+01, -1.548690e+01, -1.548690e+01, -1.536403e+01
0.751651, -1.473862e+01, -1.440365e+01, -1.440365e+01, -1.430139e+01
0.766990, -1.365406e+01, -1.333585e+01, -1.333585e+01, -1.325106e+01
0.782330, -1.258863e+01, -1.228497e+01, -1.228497e+01, -1.221492e+01
0.797670, -1.154363e+01, -1.125246e+01, -1.125246e+01, -1.119474e+01
0.813010, -1.052026e+01, -1.023972e+01, -1.023972e+01, -1.019223e+01
0.828350, -9.519625e+00, -9.248086e+00, -9.248086e+00, -9.209018e+00
0.843689, -8.542725e+00, -8.278861e+00, -8.278861e+00, -8.246672e+00
0.859029, -7.590467e+00, -7.333274e+00, -7.333274e+00, -7.306676e+00
0.874369, -6.663653e+00, -6.412492e+00, -6.412492e+00, -6.390459e+00
0.889709, -5.762983e+00, -5.517609e+00, -5.517609e+00, -5.499390e+00
0.905049, -4.889081e+00, -4.649638e+00, -4.649638e+00, -4.634770e+00
0.920388, -4.042516e+00, -3.809507e+00, -3.809507e+00, -3.797832e+00
0.935728, -3.223842e+00, -2.998055e+00, -2.998055e+00, -2.989724e+00
0.951068, -2.433623e+00, -2.216035e+00, -2.216035e+00, -2.211495e+00
0.966408, -1.672472e+00, -1.464119e+00, -1.464119e+00, -1.464085e+00
0.981748, -9.410653e-01, -7.429112e-01, -7.429112e-01, -7.483162e-01
0.997088, -2.401529e-01, -5.298192e-02, -5.298192e-02, -6.490951e-02
1.012427, 4.294342e-01, 6.050987e-01, 6.050987e-01, 5.854942e-01
1.027767, 1.066776e+00, 1.230712e+00, 1.230712e+00, 1.202295e+00
1.043107, 1.670863e+00, 1.823144e+00, 1.823144e+00, 1.784887e+00
1.058447, 2.240593e+00, 2.381543e+00, 2.381543e+00, 2.332606e+00
1.073787, 2.774784e+00, 2.904902e+00, 2.904902e+00, 2.844705e+00
1.089126, 3.272188e+00, 3.392060e+00, 3.392060e+00, 3.320350e+00
1.104466, 3.731545e+00, 3.841745e+00, 3.841745e+00, 3.758644e+00
1.119806, 4.151651e+00, 4.252643e+00, 4.252643e+00, 4.158697e+00
1.135146, 4.531441e+00, 4.623500e+00, 4.623500e+00, 4.519719e+00
1.150486, 4.870086e+00, 4.953237e+00, 4.953237e+00, 4.841132e+00
1.165825, 5.167086e+00, 5.241063e+00, 5.241063e+00, 5.122664e+00
1.181165, 5.422341e+00, 5.486571e+00, 5.486571e+00, 5.364431e+00
1.196505, 5.636190e+00, 5.689803e+00, 5.689803e+00, 5.566969e+00
1.211845, 5.809412e+00, 5.851270e+00, 5.851270e+00, 5.731225e+00
1.227185, 5.943194e+00, 5.971935e+00, 5.971935e+00, 5.858493e+00
1.242524, 6.039055e+00, 6.053161e+00, 6.053161e+00, 5.950323e+00
1.257864, 6.098755e+00, 6.096632e+00, 6.096632e+00, 6.008408e+00
1.273204, 6.124185e+00, 6.104272e+00, 6.104272e+00, 6.034474e+00
1.288544, 6.117275e+00, 6.078158e+00, 6.078158e+00, 6.030183e+00
1.303884, 6.079901e+00, 6.020453e+00, 6.020453e+00, 5.997067e+00
1.319223, 6.013825e+00, 5.933349e+00, 5.933349e+00, 5.936498e+00
1.334563, 5.920666e+00, 5.819024e+00, 5.819024e+00, 5.849679e+00
1.349903, 5.801886e+00, 5.679612e+00, 5.679612e+00, 5.737667e+00
1.365243, 5.658801e+00, 5.517181e+00, 5.517181e+00, 5.601412e+00
1.380583, 5.492610e+00, 5.333718e+00, 5.333718e+00, 5.441803e+00
1.395923, 5.304431e+00, 5.131109e+00, 5.131109e+00, 5.259726e+00
1.411262, 5.095341e+00, 4.911132e+00, 4.911132e+00, 5.056107e+00
1.426602, 4.866420e+00, 4.675440e+00, 4.675440e+00, 4.831967e+00
1.441942, 4.618794e+00, 4.425557e+00, 4.425557e+00, 4.588457e+00
1.457282, 4.353685e+00, 4.162871e+00, 4.162871e+00, 4.326883e+00
1.472622, 4.072439e+00, 3.888637e+00, 3.888637e+00, 4.048722e+00
1.487961, 3.776557e+00, 3.603985e+00, 3.603985e+00, 3.755618e+00
1.503301, 3.467702e+00, 3.309942e+00, 3.309942e+00, 3.449356e+00
1.518641, 3.147689e+00, 3.007456e+00, 3.007456e+00, 3.131829e+00
1.533981, 2.818461e+00, 2.697435e+00, 2.697435e+00, 2.804988e+00
1.549321, 2.482031e+00, 2.380783e+00, 2.380783e+00, 2.470796e+00
1.564660, 2.140438e+00, 2.058446e+00, 2.058446e+00, 2.131176e+00
1.580000, 1.795679e+00, 1.731439e+00, 1.731439e+00, 1.787970e+00
1.595340, 1.449664e+00, 1.400875e+00, 1.400875e+00, 1.442920e+00
1.610680, 1.104170e+00, 1.067976e+00, 1.067976e+00, 1.097644e+00
1.626020, 7.608275e-01, 7.340763e-01, 7.340763e-01, 7.536480e-01
1.641359, 4.211095e-01, 4.006040e-01, 4.006040e-01, 4.123270e-01
1.656699, 8.634414e-02, 6.906321e-02, 6.906321e-02, 7.499008e-02
1.672039, -2.422693e-01, -2.589953e-01, -2.589953e-01, -2.571227e-01
1.687379, -5.636395e-01, -5.820042e-01, -5.820042e-01, -5.828211e-01
1.702719, -8.767656e-01, -8.984092e-01, -8.984092e-01, -9.009483e-01
1.718058, -1.180723e+00, -1.206697e+00, -1.206697e+00, -1.210369e+00
1.733398, -1.474649e+00, -1.505418e+00, -1.505418e+00, -1.509967e+00
1.748738, -1.757739e+00, -1.793210e+00, -1.793210e+00, -1.798641e+00
1.764078, -2.029232e+00, -2.068810e+00, -2.068810e+00, -2.075310e+00
1.779418, -2.288406e+00, -2.331070e+00, -2.331070e+00, -2.338917e+00
1.794758, -2.534569e+00, -2.578959e+00, -2.578959e+00, -2.588439e+00
1.810097, -2.767049e+00, -2.811570e+00, -2.811570e+00, -2.822900e+00
1.825437, -2.985191e+00, -3.028113e+00, -3.028113e+00, -3.041378e+00
1.840777, -3.188354e+00, -3.227907e+00, -3.227907e+00, -3.243033e+00
1.856117, -3.375912e+00, -3.410377e+00, -3.410377e+00, -3.427117e+00
1.871457, -3.547262e+00, -3.575047e+00, -3.575047e+00, -3.593004e+00
1.886796, -3.701828e+00, -3.721534e+00, -3.721534e+00, -3.740210e+00
1.902136, -3.839072e+00, -3.849552e+00, -3.849552e+00, -3.868406e+00
1.917476, -3.958506e+00, -3.958918e+00, -3.958918e+00, -3.977438e+00
1.932816, -4.059708e+00, -4.049559e+00, -4.049559e+00, -4.067315e+00
1.948156, -4.142338e+00, -4.121525e+00, -4.121525e+00, -4.138210e+00
1.963495, -4.206160e+00, -4.174988e+00, -4.174988e+00, -4.190435e+00
1.978835, -4.251061e+00, -4.210248e+00, -4.210248e+00, -4.224418e+00
1.994175, -4.277076e+00, -4.227723e+00, -4.227723e+00, -4.240678e+00
2.009515, -4.284404e+00, -4.227936e+00, -4.227936e+00, -4.239802e+00
